Geneid,Length,Mock_1,Mock_2,Mock_3,ZIKA_1,ZIKA_2,ZIKA_3
ENSG00000284791,1430,0,1,0.58,0,0.5,0.75
ENSG00000057294,10312,149,231.5,355.5,145,224.75,201.75
ENSG00000111249,7507,0,0,2,3,3,8
ENSG00000273700,68,0,0,0,0,0,0
ENSG00000253080,95,0,0,0,0,0,0
ENSG00000198324,3361,220.5,320,489.5,242.5,408.5,372
ENSG00000257539,1805,0,0,0,0,1,0
ENSG00000173093,2184,0,0,1,1,1,1
ENSG00000111245,3534,0,2,0,0,0,0
ENSG00000273079,31005,51,82,130.5,51,108.5,110
ENSG00000133704,6809,1191,1799,2798,899,1624,1543
ENSG00000293340,348,0,0,0,0,0,0
ENSG00000166888,7465,1886.5,2683.17,3965.17,2037.5,3578.58,2995.5
ENSG00000202534,107,0,0,0,0,0,0
ENSG00000207365,107,0,0,0,0,0,0
ENSG00000270506,484,0,0,0,0,0,0
ENSG00000256393,78,249.46,457.45,502.88,203.01,406.05,333.33
ENSG00000201502,80,0,0,0,0,0,0
ENSG00000257512,133,0.33,1,1,1.17,4,5.33
ENSG00000278872,1645,5,7,10,5.5,13.5,7.5
ENSG00000277011,1793,0,0,3.25,0,0,0
ENSG00000279113,428,0.5,0.5,0,0,1.5,0
ENSG00000286008,514,0,0,0,0,0,0
ENSG00000279704,468,0,0,0,0,0,0
ENSG00000279023,465,0,0,0,0,0,0
ENSG00000280150,539,0,1,2,0,0,0
ENSG00000257737,478,1,0,0,0,0,0
ENSG00000257766,468,0,0,0,0,0,0
ENSG00000257681,1063,20.5,35.5,65.5,8.83,33,29
ENSG00000111696,8759,355.5,529.25,747.25,347.33,592.75,486
ENSG00000257754,413,0,0,0,0,0,0
ENSG00000214198,3963,9,18.92,24.67,15.67,29.83,25
ENSG00000204954,4435,4153.92,5887.33,9307.08,3862.83,7216.96,6443.12
ENSG00000111727,6699,150.67,234.5,370,207.5,357,343.5
ENSG00000280196,595,0,0,0,0,0,0
ENSG00000279952,691,0,0,0,0,0,0
ENSG00000287112,1638,0,0,0,0,0,0
ENSG00000199584,112,0,0,0,0,0,0
ENSG00000278635,482,27.33,27.5,67,18.25,27.2,22
ENSG00000293563,604,6,3.5,8.5,3.5,3.5,3
ENSG00000227760,283,0,0,0,0,0,0
ENSG00000139719,8300,589.5,905.75,1257.5,448.72,841,713.5
ENSG00000258283,279,0.5,0,2.5,2,4,2.5
ENSG00000258232,680,4469.22,6677.26,8359.57,3319.04,5883.88,5373.22
ENSG00000167552,4067,3995.94,5712.83,7728.45,2925.77,5042.65,5120.11
ENSG00000293147,3311,0,0,0.5,1.5,0,0
ENSG00000120868,7900,337.5,525,796.5,382,659,684.5
ENSG00000120802,8516,3809,5634,8313.5,3173.08,5252,5310
ENSG00000250133,2216,4.33,5.33,17.83,53.5,96,94.5
ENSG00000248576,403,5,4,8,7.5,9,5.5
ENSG00000289154,1087,24.5,46,61.5,194.5,360.83,329
ENSG00000161642,3189,424,683,780,468,857,617.5
ENSG00000161638,7383,911.17,1178.5,1826.83,1147.83,2075,2222
ENSG00000170627,2524,0,0,0,0,1,1
ENSG00000123338,10560,0,2.5,4,2,5,1
ENSG00000293392,816,0,0,0,0,0,0
ENSG00000139174,8223,44.83,88,122.83,69.67,117.5,121
ENSG00000257225,2791,22.83,30.5,51.83,31.67,50,52
ENSG00000257510,2460,0,0,0,0,0,0
ENSG00000257687,130,0,0,0,0,0,0
ENSG00000257405,297,0,0,0,0,0,0
ENSG00000240759,252,0,0,0.11,0.5,0,0
ENSG00000271272,732,0,0,0,0,0,1
ENSG00000278255,459,0,0,0,0,0,0
ENSG00000256025,1787,0,0,0,0,0,0
ENSG00000285555,1546,0,0,0,0,0,0
ENSG00000256769,444,0,0,0,0,0,0
ENSG00000059804,7350,1638,2526.58,3853.67,1616.25,3183,2591.75
ENSG00000257022,522,0,0.5,0,1,2.5,0
ENSG00000111726,1974,1077,1652.5,2262,916,1592.5,1434
ENSG00000111728,14483,6,15.5,12,10,19,14.5
ENSG00000274624,830,0,1,0,0,0,0
ENSG00000283582,619,0,0,0,0,0,0
ENSG00000212172,161,0,0.5,0,0,0,0.5
ENSG00000256714,389,0,0,0,0,0,0
ENSG00000111731,6759,611,919,1371,502,958.5,876
ENSG00000256973,738,4,9,12,6,11,12
ENSG00000256371,915,0,0,0,0,0,0
ENSG00000256774,324,0,0,0,0,0,0
ENSG00000139163,13301,1229,1812.5,2867,1227,2272.5,2262.5
ENSG00000241451,241,0,0,0,0,0,0
ENSG00000256353,36,0,0,0,0,0,0
ENSG00000115934,1329,0,0,0,0,0,0
ENSG00000256473,401,0,0,0,0,0,0
ENSG00000257824,577,0,0,0,0,0,0
ENSG00000123360,7367,5,5.5,3,2,3,5
ENSG00000135447,3984,7,6.5,6.5,4,5,3
ENSG00000257780,285,0,0,0,0,0,0
ENSG00000135413,882,0,0,0,0,0,0
ENSG00000161634,878,0,0,0,0,0,1
ENSG00000257634,700,0,0,0,0,0,0
ENSG00000270858,844,0,0,0,0,0,0
ENSG00000172551,3971,0,0,0,0,0,0
ENSG00000135426,5044,0,0,0,0,0,0
ENSG00000293450,3217,0,0,0,0,0,1
ENSG00000227423,905,0,0,0,0,0,0
ENSG00000179919,951,0,0,0,0,0,0
ENSG00000290813,1107,0,0,0,0,0,0
ENSG00000290814,4713,0,0,0,0,0,0
ENSG00000205328,939,0,0,0,0,0,0
ENSG00000258554,565,219.17,342.42,450.5,189.67,297.17,258
ENSG00000257553,434,672.08,976.91,1205.78,478.25,867.91,739.16
ENSG00000257809,540,117.83,167.67,187.64,103.33,190.67,112.5
ENSG00000258260,542,28.5,70,87.5,27.08,45.5,36
ENSG00000257740,437,17.83,32,51.5,11,37.75,37.37
ENSG00000175215,5432,1146,1651,2436,1236.25,1821.33,1840.83
ENSG00000257953,610,0,0,0,0,1,0
ENSG00000166896,3327,87,144,158.5,64.5,111,96
ENSG00000257159,633,6,4,5,8,9,5
ENSG00000222210,313,0,0,0,0,0,0
ENSG00000257668,967,0,0,0,0,0,0
ENSG00000279411,2029,0,0,0,0,0,0
ENSG00000139263,5875,111.5,172.5,280.5,162.5,298,305.5
ENSG00000244390,726,0,0,0,0,0,0
ENSG00000257288,1205,0,0,0,0,0,0
ENSG00000255886,671,8.5,16,24.5,13.5,23,17.5
ENSG00000255629,462,73,104.5,153,70.5,116,112.5
ENSG00000238302,63,0,0,0,0,0,0
ENSG00000257820,286,0,0,0,0,0,0
ENSG00000139318,3859,159,255,391.83,290.5,638.17,553.83
ENSG00000274021,2257,43,60,103.33,67,121.17,137.83
ENSG00000207387,102,0,0,0,0,0,0
ENSG00000257265,541,0,0,0,0,0,0
ENSG00000258123,1256,0,0,0,1,0,0
ENSG00000257682,729,0,0,0,0,0,0
ENSG00000257165,2547,0,0,4,0,0,1
ENSG00000127720,3644,68.5,105.5,125.5,41.5,100,90
ENSG00000257875,493,1,0,2,1,0,0
ENSG00000257837,1148,0,0,0,0,1,0
ENSG00000257431,3141,0,0,0,1,0,0
ENSG00000179104,8323,254,350.5,576.5,244,412.5,346.5
ENSG00000252220,103,0,0,0,0,0,0
ENSG00000213270,860,0,0,0.33,0,0.25,0
ENSG00000258338,742,0,0,0,0,0,0
ENSG00000257124,569,0,0,0,0,1,0
ENSG00000221148,125,0,0,0,0,0,0
ENSG00000199245,109,1,1,1,2,6,1
ENSG00000049130,6205,717,1098,1670,652,1066.5,1024.5
ENSG00000252850,158,0,0,0,0,0,0
ENSG00000111716,2983,12275.42,17630.33,24677.33,8895.42,16318.75,14036.58
ENSG00000256615,1886,30.17,39,71,17.83,41.5,38.83
ENSG00000256849,1498,0.83,1,1.83,1.17,1.33,0.67
ENSG00000172572,13308,2073.5,2887.5,4814,1839.5,3299.5,3121.5
ENSG00000131982,429,1,2,1,1,2,4
ENSG00000256663,1423,82.5,128,170.5,64.5,100.33,100.5
ENSG00000139155,4883,20,21,57,19,37,32
ENSG00000111700,3542,459,674.17,1021.5,346.5,645.18,613.03
ENSG00000257046,3774,287.67,434.33,693.2,246.17,457.75,435.8
ENSG00000256157,196,0,0,0,1,0,0
ENSG00000205754,2064,18.33,19.83,44.2,33.67,50,56.47
ENSG00000257062,855,13.67,14.67,29.45,12.17,18.17,24.22
ENSG00000290524,1031,5.5,6.5,8.2,6.5,8,13.8
ENSG00000290003,283,9,3,7,5,3,7
ENSG00000013503,4768,269,391,617,202.5,373,333.5
ENSG00000111783,6686,4.83,1.67,3,0.5,3.17,4.33
ENSG00000286107,1923,0,0.33,1.5,0.5,5,1.5
ENSG00000111339,5620,0,0,0,3,4.5,0
ENSG00000241423,488,0,0,0,0,0,0
ENSG00000258133,543,0,0,0,0,0,1
ENSG00000274227,627,22.5,46,37,21.5,39.75,39
ENSG00000258323,596,1,4,1.75,0,2,3
ENSG00000256011,369,0,2,1,2,4,0
ENSG00000279505,117,0,0,0,0,0,0
ENSG00000139146,5575,1031.25,1509.42,2247.42,1084.17,2014.42,1765.58
ENSG00000177340,1514,5.5,1.5,6.5,14,26,12.5
ENSG00000111445,3249,987.5,1614,2179,749.5,1429.5,1197.5
ENSG00000277873,702,112.5,183.5,243.5,81,156.5,139.5
ENSG00000176871,4623,1351.33,2112.5,2747.25,1190.5,2095,1870.5
ENSG00000276292,213,4,3,9,1.5,6,9
ENSG00000176834,8371,539.83,803.5,1120.5,452.5,865.5,733.25
ENSG00000089220,1514,3582,5461.5,6940.75,2920,5609.5,4520
ENSG00000240342,879,2534.6,3675.59,4720.29,1972.27,3792.34,2667.25
ENSG00000222950,283,0,0,0,0,0,0
ENSG00000255725,1229,4,2,2.5,1.5,2.5,0.5
ENSG00000283603,60,0,0,0,0,0,0
ENSG00000123096,6780,12,10,28,14,31,30.5
ENSG00000256894,826,2,0,0,1,3,4
ENSG00000255750,3037,0,3,7,2.5,2,3
ENSG00000256234,699,1.67,3.5,2.33,0.67,3.67,3.83
ENSG00000278095,572,0,1,0,1,0,2
ENSG00000288532,475,0,0,0,0,0,0
ENSG00000255858,1132,0,0,0,0,1,0
ENSG00000255968,775,0,1,4.5,2,5,1
ENSG00000123104,13909,288.17,394.5,686.33,299.67,482.17,535.83
ENSG00000256185,172,7.17,15,18.33,8.67,24.17,14.33
ENSG00000212549,136,0,1,0,0,0,2
ENSG00000234428,876,0,0,0.5,2,1,1
ENSG00000256640,460,0,1,0,0,1,0
ENSG00000064102,3059,1200,1747,2522.5,1005,1861,1568
ENSG00000201788,102,0,0,0,0,0,0
ENSG00000185610,2806,0,0,0,0,0,0
ENSG00000257331,1879,0,0,0,0,0,0
ENSG00000257572,1075,0,0,0,0,0,0
ENSG00000199556,118,0,0,0,0,0,0
ENSG00000257657,3614,0,0,1,0,1,0
ENSG00000273015,9815,50.83,83.83,110.17,125.17,225.83,188.5
ENSG00000293679,1056,0,0,0,0,0,0
ENSG00000293680,1174,2.17,0,1,2.17,2.03,0.33
ENSG00000293681,1491,15.08,18.5,22.42,15,16.95,13.25
ENSG00000111371,10015,4244,6160.5,9690,3506.5,5989,6079
ENSG00000274591,368,2,6,2.5,1,2.5,1.5
ENSG00000134294,6509,5057.5,7632.5,12042.5,4807,8899.5,8496
ENSG00000275481,3271,7,8,7,4,11,11
ENSG00000278896,2523,1,0,2,1,4,2
ENSG00000272963,733,0,0,0,1,1,1
ENSG00000271642,643,0,0,0,0,0,0
ENSG00000139209,4145,2,5,3,4,7,4
ENSG00000139211,3964,6396.5,9400.5,14856.33,5181.5,10064,8918.17
ENSG00000268069,1080,156,237.58,346.5,135.83,244.5,231.5
ENSG00000276691,546,3,4,3.5,1.5,4.5,3
ENSG00000005175,5350,1068,1527.17,2214.33,873.5,1605.08,1617.5
ENSG00000276390,517,3,15.67,9.83,11.5,23.33,16.5
ENSG00000111405,2679,1.67,2,0.67,3.5,2.5,9
ENSG00000280054,2448,7.17,7,12.67,11,21,18.5
ENSG00000079337,12106,50,66.25,83,55,97,77
ENSG00000211584,4912,2205.5,3391.58,4704,1635.33,2705.75,2128.5
ENSG00000277173,1120,2,0,0,3,9,7
ENSG00000293172,779,11,15,22.5,22.5,29.5,37
ENSG00000274124,312,2,4,4.5,1,8.5,3
ENSG00000269514,8985,4,12,14,33.25,55.5,44
ENSG00000293682,715,0.5,1,0,1.25,2,0
ENSG00000258121,588,0,0,0,0,0,0
ENSG00000293236,2209,0,0,0,0,1,0.5
ENSG00000257735,3492,5.5,4.5,3.5,7.5,10,7.5
ENSG00000224709,958,0,1,0,0,1,2
ENSG00000139620,3576,605,880.33,1271.5,645.17,1180.5,1092.83
ENSG00000221491,137,5,3.83,5,3.67,7.17,4.33
ENSG00000281842,87,4,1.83,3,2.17,4.17,3.33
ENSG00000206612,135,5,4,7,4,4,2
ENSG00000207313,137,2,3,8.5,2,6,6.5
ENSG00000129315,7371,777,1285,1833.25,1051,1873,1897
ENSG00000270175,1425,146.33,216.33,258.08,109.67,216.67,151.5
ENSG00000257550,2390,45.17,76.33,134.67,50.83,100.17,98.5
ENSG00000285692,867,2,8.67,14.5,9.67,6.5,16.33
ENSG00000110917,8861,6136.75,8918.5,13674.92,5998,10426.5,9438.92
ENSG00000256364,907,855,1236.5,1985.5,827.5,1387.5,1310.42
ENSG00000175970,5172,899.75,1200.83,1858.58,883.17,1518.17,1382.17
ENSG00000256569,569,115.25,160.17,231.17,117.17,192.67,179.17
ENSG00000258846,1362,0,0,0,2,3,2
ENSG00000139350,4496,671,885,1419,747.5,1316,1288
ENSG00000202368,102,0,0,0,0,1,0
ENSG00000279190,4547,0,0,0,0,0,0
ENSG00000255733,9682,0,0,0,0.5,2,2
ENSG00000139112,4053,710,1071.83,1432.17,804.5,1506.67,1214.5
ENSG00000255958,329,8,9.83,16.17,19,21.67,28
ENSG00000134539,17412,1,1,1,5,11.5,10
ENSG00000256155,562,2,0,0,1,0,0
ENSG00000213809,3044,0.33,1.67,1.33,2.83,7,7.33
ENSG00000255819,2592,0.33,2.17,1.33,4,7.5,6.33
ENSG00000183542,5253,1,3.5,5,2.17,6.5,6.5
ENSG00000205810,1145,3.39,6,4.17,4.61,6.69,3.42
ENSG00000255641,998,7.14,9.25,17.17,11.53,21.86,13.17
ENSG00000135114,6399,22,34,49,8095.25,15048.62,13826
ENSG00000290531,1975,2,2,4,2,9.5,8
ENSG00000245614,4240,24,25,41,9,49,32.5
ENSG00000257925,663,0,0,1,0,3,3
ENSG00000258352,404,0,1.5,2,0,1.5,0.5
ENSG00000257924,2960,1.5,0.5,1.5,7,4.5,1
ENSG00000257906,3179,1.5,0.5,1.5,2,1.5,1
ENSG00000258369,470,0,0,0,0,0,0
ENSG00000257807,1034,0,0,0,0,0,0
ENSG00000257905,233,2,0,3,0,0,0
ENSG00000255772,4724,0,0,1,0,2,0
ENSG00000293429,4267,251.67,338.85,553.75,167.71,316.78,232.33
ENSG00000257342,699,1260.33,1895.42,2612.67,1059.33,2041.33,1757.42
ENSG00000255737,1500,230.75,312,403.58,173.33,312,231.16
ENSG00000111012,3440,110.5,157.75,216,148.12,311.5,259.33
ENSG00000205809,1506,17.47,23.75,28.67,23.53,39.19,35.17
ENSG00000134545,2727,0,0,3,1,2.25,1.25
ENSG00000180574,3457,18,27,61.33,19,50.5,22
ENSG00000257016,270,0,0,0,1,0,1
ENSG00000256667,986,5,6.83,13,6,3,5
ENSG00000111196,4842,794,1179.83,1533,753,1365.5,1124.5
ENSG00000060140,3440,16,25,25,21,38,35
ENSG00000060138,8621,3704.5,5892,7718.5,3606,6034.5,5809.5
ENSG00000274697,72,4.67,3,7.5,2.75,3.83,8
ENSG00000089022,13955,732.92,1016.83,1570.83,692.67,1350.17,1190.67
ENSG00000244060,603,1,0,0,1.5,5,3
ENSG00000229186,2129,25.5,38.5,54,22.5,45.5,40.5
ENSG00000226469,2000,5,5,6,3,15.25,4
ENSG00000198270,8414,917.25,1314,1874.83,754,1424.58,1194
ENSG00000258373,880,0,1,0,0,0,0
ENSG00000257624,247,0,0,0,3,1,3
ENSG00000110876,4293,17.5,38.33,49,61.5,135,85
ENSG00000200060,121,0,0,0,0,0,2
ENSG00000273499,128,0,0,0,0,0.5,0
ENSG00000084112,14538,1072,1458,2323.1,921,1574.5,1479.25
ENSG00000280110,255,1.5,3.5,1,1,0.5,0
ENSG00000274598,664,6,2,2,0,1,1
ENSG00000207622,99,0,0,1,0,0,0
ENSG00000110887,3883,0,0,0,0,0,0
ENSG00000201324,107,0,0,0,0,0,0
ENSG00000136026,3666,2903.5,4261,6610,2730.5,5012,4526
ENSG00000258355,312,2,1,4,4,6,6
ENSG00000238609,63,0,0,0,0,0,0
ENSG00000166046,7151,68.5,68,137.5,68,153.5,119
ENSG00000243164,374,0,0,0,0,0,0
ENSG00000252415,109,0,0,0,0,0,0
ENSG00000201809,135,0,0,0,0,0,0
ENSG00000257587,342,0,0,0,0,0,0
ENSG00000258332,2443,0,0,1,0,1.5,2
ENSG00000258320,1386,0,0,0,0,0,0
ENSG00000257113,280,0,0,0,0,0,0
ENSG00000257364,773,1,0.5,1.5,0,0,0.5
ENSG00000253719,7596,1207.5,1750,2682.25,1260,2080,2056.5
ENSG00000257386,375,119.5,151,284.75,127.5,191,180.5
ENSG00000257323,300,0,0,0,0,0,0
ENSG00000188646,368,0,0,0,0,0,0
ENSG00000257998,814,0,0,0,0.5,0,0
ENSG00000111647,6646,298,537,725.5,308,564.5,508.5
ENSG00000238105,2395,40.83,57.92,86.67,29,66.42,57.92
ENSG00000266610,264,1.67,1,0.67,1,0.67,0
ENSG00000257489,407,7.83,4.67,8.75,4.5,8.83,5.75
ENSG00000221476,66,0,0,0,0,0,0
ENSG00000075089,3813,639,880.5,1180.5,512,950.33,822
ENSG00000166153,4699,30,54.5,81,29,56.5,80.5
ENSG00000206790,103,0,0,1,1,0,1
ENSG00000136021,7472,976,1387,2244.5,951,1583,1490
ENSG00000293728,822,210,309,410,149.5,298.5,250.5
ENSG00000258312,754,0,0,0,0,0,0
ENSG00000293778,775,14.33,25.33,32.58,8.67,30.17,17
ENSG00000293780,791,0,0,0,0,0,0
ENSG00000257470,4430,0,0,0,1,4,1
ENSG00000293801,1313,0,2,7,5,8,12
ENSG00000293802,808,0,0,0,0,0,0
ENSG00000293805,596,0,0,0,0,0,0
ENSG00000257230,1816,0,0,1,0,0,0
ENSG00000286434,587,0,0,0,0,0,0
ENSG00000270482,832,3,2.5,1,12.5,27.5,38
ENSG00000293836,1931,0,0,0.06,0,0,1
ENSG00000293838,1164,7.68,6.93,14.22,2.76,7.98,2.33
ENSG00000293845,1837,0,0,0,0,2,0
ENSG00000293854,559,0,0,0,0,0,0
ENSG00000255916,1743,5.5,12.5,10,10,10.5,9
ENSG00000288523,3322,0,0,0,0,0,0
ENSG00000293898,586,1,2,1.5,5,8,6.5
ENSG00000293904,1800,3,7.25,9.25,6.25,9.75,7.75
ENSG00000293917,1810,6,7,8,25,34,34
ENSG00000283422,3119,0,0,0,1,3,2
ENSG00000293933,416,1.25,0,1,5,6,5
ENSG00000293975,380,0.83,2.33,4.67,1.5,3.33,6.5
ENSG00000294013,485,0,0,0,0,0,1.5
ENSG00000294027,660,38.5,44,62.5,40.5,69,56.5
ENSG00000294046,504,0,0,0,0,0,1
ENSG00000291250,4224,3.28,11,5.83,5.5,9.58,4.25
ENSG00000276972,2653,2,1,2,18,12,27
ENSG00000294110,749,0.94,2,0.83,0,0.83,1.83
ENSG00000288941,2830,0,0,0,0,0,0
ENSG00000256750,1291,0,0,0,0,0,0
ENSG00000294230,3016,10,24,28.5,15.5,17,20.5
ENSG00000290204,1181,0,0,0,0,0,0
ENSG00000257595,1881,3.5,8,10,9.5,6.5,2
ENSG00000256576,1537,17,30.5,36.5,11,17.5,19.5
ENSG00000294281,998,0,0,0.5,2,1,2
ENSG00000256312,2375,3,7,10,4.5,8.5,8.5
ENSG00000294289,703,0,0,0,0,0,0
ENSG00000257732,839,7,16,19,14,32,16
ENSG00000294335,1027,0,0,0,0,0,0
ENSG00000286021,17739,0,0,0,0,0,0
ENSG00000294348,294,3,4,3,1,7,3
ENSG00000294350,729,0,0,0,0,0,0
ENSG00000294351,659,0,0,0,0,0,0
ENSG00000288102,2260,0,0,0,0,0,0
ENSG00000257787,1271,0,0,0,0,0,0
ENSG00000294409,1276,0,0,0,0,0,0
ENSG00000258168,6553,2,4,3,2,4,6
ENSG00000289173,909,1,2.5,7,3,4,7
ENSG00000294458,510,0,0,0,0,1,0
ENSG00000294470,593,0,0,0,0,1,0
ENSG00000294479,386,5,8.33,13,4,4,7
ENSG00000294498,2149,126.5,196.1,259.17,133.5,243.5,212
ENSG00000257596,970,11.5,18,32,47.5,81.33,63
ENSG00000258167,2807,12,15,22.5,5.5,8,13
ENSG00000255946,5205,19.5,19.17,29,22,27.5,15.5
ENSG00000294563,3563,33.5,35,59.5,28,33.5,34
ENSG00000294574,866,0,0,1,0,2,0.5
ENSG00000294578,823,0,0,0,0,0,0
ENSG00000245651,6658,0,3,3.5,4.5,11,11.5
ENSG00000256560,854,0,0,0,1,0,0
ENSG00000294609,779,0,0,4,2,5,2
ENSG00000273805,1603,0,0,0.5,0.5,2,3
ENSG00000257870,773,0,0,0,0,0,0
ENSG00000288043,3050,11,23.5,23,20.5,32.5,28
ENSG00000294666,771,0,0,0,0,1,0
ENSG00000294670,363,14,26,24.5,27,46.5,29
ENSG00000294684,1719,0,0,0,2,0,0
ENSG00000294692,2173,0,7.5,5,11,12.5,9.5
ENSG00000294711,1056,17.5,41,62,27,54.5,41.5
ENSG00000294731,500,0,3.5,3,4,2,2
ENSG00000294739,1561,0,0,0,3,4,1
ENSG00000294753,409,2,0,0,0,0,0
ENSG00000294871,965,0,0,0,0,0,0
ENSG00000256288,652,0,0,0,1,0,0
ENSG00000256658,662,121.5,193,270,134.5,241.5,173
ENSG00000294918,717,0,0,0,0,0,0
ENSG00000294938,615,0,0,0,3,10,7
ENSG00000258099,2283,74,116.5,146,94.5,152.5,91
ENSG00000294955,391,0,0,0,0,0,0
ENSG00000258254,625,0,0,0,0,0,0
ENSG00000285870,2515,0,2,4,0,7,11
ENSG00000289105,1874,0,0,0,0,0,0
ENSG00000294987,598,0,0,0,0,0,0
ENSG00000294992,450,0,0,0,0,0,0
ENSG00000295022,535,0.5,1.5,0,0,2,2.5
ENSG00000295034,503,0,0,0,0,0,0
ENSG00000295038,1772,0,1,0,0,0,0
ENSG00000295067,859,0,0,0,2,0,0
ENSG00000295078,3338,28.83,46,69.67,55.92,97.67,59.75
ENSG00000295081,672,0,0,0,0,0,0
ENSG00000295097,765,0,0,0,0,0,2
ENSG00000258001,1003,0.62,0,1.5,0,4,0
ENSG00000295116,1439,0,0,0,1,2,1
ENSG00000289832,4097,8,5.5,14,5.5,16.5,9
ENSG00000258346,954,3,7,5,9,24,27
ENSG00000295182,226,0,0,2,1,2,2
ENSG00000258034,2429,41,63,112,40.5,85,68
ENSG00000295225,1572,0,0,0,0,0,0
ENSG00000258117,1972,0,0,0,0,0,0
ENSG00000295262,946,155.66,283.08,346.24,128.33,260,228.08
ENSG00000295277,553,0,0,0,0,0,0
ENSG00000295299,463,0,0,0,0,0,0
ENSG00000295324,524,11,19,16,8,10,6
ENSG00000295326,1264,0,0,3,0,0,0
ENSG00000287242,2516,378.5,566,885.5,318.5,540.25,455
ENSG00000287792,2911,0,0,0,0,3,3
ENSG00000295380,1034,0,0,0,0,0,0
ENSG00000295402,279,7,5,3.5,9,3.5,9
ENSG00000295411,701,0,0,2,0,2,1
ENSG00000289940,601,0,0,0,0,0,0
ENSG00000255921,1251,0,0,1.5,2,7,6
ENSG00000257784,1744,0,0,0,0,0,0
ENSG00000295454,828,0,0,0,0,0,0
ENSG00000295460,418,0,0,0,0,0,0
ENSG00000283459,3224,0,0,0,0,0,0
ENSG00000295478,2128,0,0,0.5,0,0,0
ENSG00000293488,3125,2,1,0,1.5,0,0
ENSG00000295497,789,1,2,4.5,1,3.5,0
ENSG00000295502,1123,0,0,0,0,0,1
ENSG00000295553,407,0,0,0,0,0,0
ENSG00000249094,941,0.5,0,0,0,1,0
ENSG00000258056,1474,270,354,480,238.5,381.5,366.42
ENSG00000295689,460,0,0,0,0,0,0
ENSG00000289965,456,0,0,0,0,2,1
ENSG00000257337,8721,1704.67,2371.04,3473.75,1187.04,2141.92,1818.83
ENSG00000295726,877,294.5,672.5,954,275,210.5,101.5
ENSG00000256039,3674,1,4,6,6,7,5
ENSG00000295765,499,1,0,0,0,0,2
ENSG00000295785,385,16,15,26,22.67,49.67,30.92
ENSG00000258317,2539,1799.78,2796.37,3413.65,1397.98,2542.5,2224.64
ENSG00000257084,2435,1,0.25,0,0,4.83,5
ENSG00000295819,1103,0,0,0,0,0,0
ENSG00000295820,597,4.33,12.92,14.25,9.25,11.92,8.33
ENSG00000295827,1366,3,1,0,2,0.25,2
ENSG00000247213,4247,1,3,4.5,2,3,1
ENSG00000295840,211,1254.18,1893.89,2249.03,908.59,1799.77,2085.48
ENSG00000295846,500,98,151.83,251,94.5,158.42,104.71
ENSG00000258053,5085,1,0,0,1,3.5,2
ENSG00000295862,1809,1,1.6,5.83,4.5,7,4
ENSG00000295868,380,0,0,0,0,0,0
ENSG00000295896,1660,60.3,80,127.22,47.13,80.33,84.83
ENSG00000295910,1441,3,7,7.5,3,8,8.5
ENSG00000295915,1352,0,0,0,0,1,0
ENSG00000295927,1521,1,5,4.5,2,0,0.5
ENSG00000257167,3582,503,757.5,1057.5,411.58,736,760
ENSG00000258169,4446,0,0,0,1,3,0
ENSG00000255814,674,0,0,0,0,0,0
ENSG00000257496,2437,0,5,3.5,2.5,4.67,6.5
ENSG00000295957,1258,0,0,0,0,0.5,0
ENSG00000289387,1821,0,0,0,0,1,0
ENSG00000295982,542,9,18,26,21,37.5,16
ENSG00000295997,448,0,0,0,0,0,0
ENSG00000296000,301,2.5,4.5,10,1,10.67,7.5
ENSG00000296030,614,0,0,0,0,0,2
ENSG00000256643,1805,0,0,0,0,0,0
ENSG00000257259,5300,0,0,0,1,0,1
ENSG00000226711,8525,40.67,95.33,133.67,62,113.42,109.81
ENSG00000290939,1149,3.33,4.17,3.5,0.83,4.58,2.08
ENSG00000296121,442,0,0,0,0,0,0
ENSG00000296139,384,0,0,0,0,0,0
ENSG00000290940,5929,65.75,93.58,138.4,73.03,132.47,106.25
ENSG00000296156,523,0,0,0,4,1,4
ENSG00000296172,664,0.33,0.25,0.5,0,3,1
ENSG00000290484,2719,8,7,5.5,1,5,6
ENSG00000288092,2039,0,0,0,0,0,0
ENSG00000296211,1311,0,0,0,0,0,0
ENSG00000296221,1682,0,0,0,0,0,0.5
ENSG00000257599,8200,3.5,11.17,19.75,11.17,10.67,10.5
ENSG00000296227,449,0,0,0,0,0,0
ENSG00000296233,1252,0,0,0,2,1,0
ENSG00000296238,550,0,0,0,0,0,0
ENSG00000296243,420,0,0,0.75,0.17,0,0
ENSG00000296257,366,0,0,0,1,0,0
ENSG00000257530,1232,17,27.5,42.5,27.5,51.5,42
ENSG00000296317,569,0,0,0,0,0,0
ENSG00000296318,439,2,4,3,6,12,11
ENSG00000234608,3145,558.67,803.83,1159.5,538.17,974.17,790.17
ENSG00000296352,360,0,1,0,1,0,0
ENSG00000296369,506,0,0,0,0,0,0
ENSG00000277186,1512,0,4,0,2,0.17,1.17
ENSG00000296392,2074,2,0,0,3.5,0,1.75
ENSG00000296413,2021,0,0,1,0.5,0,0.5
ENSG00000296428,420,19.67,42.5,72,26.5,38.83,34
ENSG00000296429,482,0,0,0,0,0,0
ENSG00000296448,972,0,0,0,0,0,0
ENSG00000296449,481,0,0,2,0,0,0
ENSG00000258018,5007,0,2,0,4,9.5,8
ENSG00000296495,1867,0,0,0,0,0,0
ENSG00000296497,621,0,0,0,0.5,0,0.5
